,Nenjiang,Qiqihar,Jiamusi,Harbin,Mudanjiang,Changchun,Kaiyuan,Shenyang,Chaoyang,Dandong,Dalian,Hailar,Xilinhot,Chifeng,Doron,Bailingmiao,Hohhot,Shanbazhen,Etuoke,Datong,Taiyuan,Linyi,Changzhi,Beijing,Tianjin,Tangshan,Baoding,Zhangzhou,Shijiazhuang,Handan,Anyang,Luoyang,Zhengzhou,Nanyang,Xinyang,Dezhou,Laiyang,Jinan,Linyi,Heze,Xuzhou,Yangzhou,Nanjing,Suzhou,Shanghai,Fuyang,Bengbu,Hefei,Anqing,Tunxi,Hangzhou,Ningbo,Jinhua,Wenzhou,Jiujiang,Nanchang,Shangrao,Ji&#39;an,Ganzhou,Jianyang,Fuzhou,Yongan,Zhangzhou,Taipei,Tainan,Yun County,Yichang,Gangneung,Wuhan,Yueyang,Fuling,Changsha,Shaoyang,Zhangzhou,Shaoguan,Shantou,Guangzhou,Zhanjiang,Haikou,Guilin,Liuzhou,Baise,Zhangzhou,Nanning,Altay,Yining,Urumqi,Hami,Kashgar,Xining,Golmud,Zhangye,Lanzhou,Pingliang,Tianshui,Yinchuan,Yulin,Yan&#39;an,Xi&#39;an,Hanzhong,Ankang,Guangyuan,Wanxian,Chengdu,Kangding,Chongqing,Xichang,Tongren,Bijie,Guiyang,Xingren,Zhaotong,Dali,Tengchong,Kunming,Simao,Heihe,Changdu,Lhasa,Palizhen
1789,,,,2.0,,2.0,1.0,2.0,2.0,,,,,,,,4.0,,,3.0,2,3.0,3.0,1.0,2,2,2,2.0,2,2,3.0,2.0,2.0,3.0,,3.0,1.0,3.0,2.0,3.0,2.0,3.0,,2.0,2,2,2,3,3,4.0,,1.0,4.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,,,4.0,5.0,,3.0,2,2.0,2,2.0,3.0,3.0,3.0,4.0,,4,,,,4.0,3.0,3.0,3.0,3.0,,,,,,,,,4.0,4.0,,3.0,2,2,2,2,2.0,,,3.0,,,,2.0,3.0,2.0,,,,,,,,,,
1790,,,,2.0,,,2.0,2.0,1.0,,,,4.0,,,,3.0,,,3.0,3,2.0,3.0,2.0,2,1,3,1.0,2,2,3.0,1.0,3.0,3.0,,1.0,3.0,1.0,2.0,2.0,2.0,4.0,,3.0,3,3,2,3,3,3.0,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,,2.0,,2.0,3.0,3,3.0,3,3.0,,3.0,4.0,3.0,,1,4.0,,,4.0,3.0,,3.0,3.0,,,,,,,,3.0,,3.0,,3.0,3,3,3,3,3.0,,,2.0,,,,,3.0,2.0,,,,,,,,,,
1791,,,,4.0,,,4.0,3.0,5.0,,,,5.0,,,,4.0,,,3.0,3,4.0,5.0,3.0,3,2,4,4.0,2,4,4.0,3.0,3.0,3.0,,4.0,2.0,3.0,3.0,3.0,2.0,3.0,,2.0,2,3,3,3,3,3.0,,1.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,,,2.0,3,3.0,3,3.0,,3.0,3.0,3.0,2.0,4,2.0,1.0,,4.0,3.0,,3.0,3.0,,,,,,,,,,,2.0,3.0,3,3,3,3,,3.0,,,,,,,3.0,2.0,,,,,,,,,,
1792,,,,2.0,,,3.0,3.0,2.0,,,,,,,,4.0,,,4.0,4,3.0,5.0,3.0,5,4,5,4.0,5,4,5.0,4.0,4.0,3.0,,5.0,4.0,4.0,3.0,4.0,2.0,3.0,,3.0,2,4,3,2,2,3.0,,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,,2.0,1.0,,,,2.0,4,4.0,3,2.0,,2.0,2.0,2.0,2.0,,4.0,,,4.0,3.0,,3.0,3.0,,,,,,,,,,3.0,2.0,3.0,5,5,5,4,4.0,,,,,,,,3.0,2.0,,,,,,,,,,
1793,,,,2.0,,,3.0,3.0,3.0,3.0,3.0,,,3.0,,,3.0,,,3.0,4,3.0,4.0,2.0,3,2,3,3.0,3,3,3.0,3.0,3.0,4.0,,3.0,1.0,3.0,2.0,3.0,3.0,3.0,,1.0,2,3,2,2,2,2.0,,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,,,2.0,,2.0,,2.0,2,3.0,3,2.0,,2.0,3.0,,2.0,4,,2.0,,4.0,3.0,,3.0,3.0,,,,,,,,,,3.0,2.0,3.0,5,5,3,3,3.0,3.0,,,,,,,3.0,2.0,,,,,,,,,,
1794,,,,2.0,,,3.0,3.0,4.0,,,,,,,,4.0,,,3.0,4,4.0,3.0,1.0,2,2,1,1.0,1,3,1.0,2.0,2.0,3.0,,4.0,4.0,4.0,3.0,3.0,2.0,3.0,,2.0,1,3,3,3,2,2.0,,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,,1.0,,,1.0,3,2.0,3,2.0,,1.0,,1.0,,2,2.0,,,1.0,3.0,3.0,1.0,2.0,,,,,,,,,,3.0,2.0,3.0,5,5,5,4,4.0,,3.0,,,,,,3.0,1.0,,,2.0,,,,,,,
1795,,,,3.0,,,5.0,5.0,5.0,,5.0,,,,,,4.0,,,4.0,1,4.0,1.0,3.0,4,4,3,4.0,3,3,3.0,3.0,3.0,3.0,,3.0,5.0,4.0,4.0,3.0,3.0,3.0,,3.0,3,3,2,3,3,3.0,,4.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,,1.0,2.0,1.0,2.0,,4.0,,1.0,3,2.0,2.0,3.0,2.0,,2.0,2,4.0,,1.0,2.0,3.0,3.0,3.0,3.0,,,,,,,,,,3.0,,3.0,4,4,3,3,3.0,,,,,,,,3.0,3.0,,,,,,4.0,,,,
1796,,,,,,,3.0,3.0,3.0,,,,,,,,4.0,,,4.0,5,3.0,3.0,2.0,3,3,3,3.0,3,3,3.0,3.0,3.0,2.0,,3.0,2.0,2.0,2.0,1.0,2.0,3.0,,3.0,3,2,2,3,4,3.0,,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,,2.0,5.0,,3.0,3.0,3,3.0,3,3.0,3.0,3.0,3.0,3.0,,4,,4.0,,3.0,4.0,3.0,3.0,3.0,,,,,,,,,5.0,5.0,,3.0,5,5,3,3,3.0,2.0,3.0,4.0,,3.0,,,3.0,5.0,,,,,,3.0,,,,
1797,,,,,,,3.0,3.0,3.0,,,,,,,,4.0,,,3.0,5,3.0,3.0,2.0,3,3,2,2.0,3,2,,3.0,3.0,3.0,,2.0,4.0,2.0,2.0,2.0,3.0,3.0,,3.0,3,3,4,4,3,3.0,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,,1.0,1.0,3.0,2.0,2.0,5.0,5,4.0,3,3.0,3.0,3.0,3.0,,,2,2.0,2.0,,3.0,3.0,3.0,3.0,2.0,,,,,,,,,3.0,,,4.0,4,4,3,3,3.0,,,,,,,5.0,4.0,5.0,,,,,,3.0,,,,
1798,,,,,,2.0,1.0,2.0,3.0,,,,,,,,,,,1.0,1,2.0,2.0,2.0,3,3,3,3.0,3,3,,3.0,4.0,3.0,,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4,2,2,3,4,3.0,,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,,,,,,,3.0,3,3.0,3,3.0,3.0,3.0,3.0,3.0,4.0,4,4.0,2.0,,3.0,3.0,3.0,3.0,3.0,,,,,,,,,2.0,,,3.0,3,2,3,3,3.0,,,,,,,3.0,3.0,4.0,3.0,,,,,3.0,,,,
1799,,,,,,,3.0,3.0,3.0,,,,,,,,4.0,,,3.0,3,3.0,4.0,3.0,3,3,2,2.0,2,3,,3.0,2.0,2.0,,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2,4,2,2,4,3.0,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,,,1.0,,2.0,3,3.0,3,3.0,,3.0,3.0,3.0,3.0,,2.0,,2.0,3.0,3.0,3.0,3.0,2.0,,,,,,2.0,,,3.0,,,1.0,3,3,3,3,3.0,,,2.0,,,,3.0,3.0,3.0,3.0,,2.0,,,3.0,,,,
1800,,,,3.0,,,2.0,3.0,3.0,,,,,,,,4.0,,,4.0,1,4.0,3.0,3.0,4,4,5,2.0,4,3,,3.0,3.0,,,3.0,2.0,3.0,3.0,2.0,3.0,3.0,,3.0,3,3,3,2,1,1.0,,3.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,3.0,3,3.0,3,3.0,,3.0,3.0,3.0,2.0,1,,,2.0,2.0,3.0,3.0,2.0,3.0,,,,,,3.0,,,3.0,,3.0,4.0,1,1,4,3,3.0,3.0,4.0,,,5.0,,3.0,3.0,3.0,,,3.0,,,3.0,,,,
1801,,,,2.0,,3.0,3.0,3.0,2.0,,,,,,,,4.0,,,1.0,1,1.0,1.0,1.0,1,1,1,1.0,1,1,2.0,3.0,3.0,,,1.0,5.0,2.0,2.0,3.0,2.0,3.0,,2.0,3,3,3,1,3,3.0,,3.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,,,3.0,,3.0,,3.0,3,3.0,3,3.0,2.0,2.0,2.0,2.0,2.0,2,2.0,,,3.0,3.0,3.0,3.0,4.0,,,,,,4.0,,5.0,4.0,5.0,3.0,4.0,4,4,4,3,3.0,3.0,2.0,3.0,,,,5.0,3.0,5.0,,,2.0,,,3.0,,,,
1802,,,,2.0,,,2.0,1.0,4.0,4.0,,,,,,,3.0,,,5.0,5,4.0,4.0,4.0,3,4,3,3.0,3,4,3.0,3.0,4.0,,,4.0,3.0,4.0,5.0,4.0,3.0,4.0,,3.0,3,4,4,4,5,5.0,,2.0,5.0,2.0,5.0,5.0,5.0,4.0,3.0,5.0,,2.0,,2.0,2.0,3.0,,1.0,5,4.0,4.0,5.0,5.0,4.0,,,,4.0,4.0,5.0,3.0,3.0,3.0,2.0,,,,,,3.0,,3.0,4.0,5.0,3.0,2.0,2,3,1,2,2.0,,,,,3.0,,,3.0,5.0,,,1.0,,,,,,,
1803,,,,3.0,,2.0,3.0,5.0,4.0,,,,,,,,2.0,,,3.0,4,3.0,4.0,3.0,3,3,3,3.0,3,4,5.0,4.0,4.0,,,3.0,3.0,3.0,2.0,3.0,3.0,2.0,,3.0,3,4,4,3,3,3.0,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,,,,3.0,,3.0,3,3.0,,3.0,3.0,3.0,2.0,2,4.0,4.0,1.0,3.0,3.0,3.0,3.0,,,2.0,,,,3.0,,2.0,3.0,3.0,5.0,2.0,4,4,2,3,2.0,1.0,2.0,,,,,,3.0,3.0,,,2.0,,,3.0,,,,
1804,,,,3.0,,,3.0,3.0,3.0,,,,,,,,3.0,,,4.0,5,5.0,5.0,3.0,3,4,3,3.0,4,4,2.0,3.0,4.0,4.0,,3.0,2.0,2.0,3.0,2.0,3.0,3.0,,1.0,2,3,4,2,2,3.0,,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,,2.0,1.0,2.0,2.0,2.0,3.0,,3.0,3,2.0,2.0,3.0,3.0,2.0,2.0,1,2.0,,,1.0,,3.0,3.0,,,,,,,1.0,,,2.0,4.0,,2.0,3,3,4,4,4.0,5.0,,4.0,,,,,3.0,3.0,,,2.0,,,1.0,,,,
1805,,,,2.0,,2.0,2.0,2.0,3.0,,,,,,,,1.0,,,1.0,5,5.0,5.0,2.0,3,3,3,3.0,4,4,5.0,3.0,3.0,,,4.0,2.0,5.0,4.0,3.0,5.0,2.0,,2.0,2,4,4,3,2,2.0,,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,,,,3.0,,2,3.0,2,2.0,3.0,3.0,,,,,,,,3.0,,3.0,3.0,,,,,,,1.0,,,3.0,2.0,,2.0,4,5,5,5,5.0,3.0,,4.0,,,,,3.0,3.0,,,3.0,,,1.0,,,,
1806,,,,2.0,,,2.0,1.0,2.0,,,,,,,,1.0,,,1.0,2,4.0,4.0,2.0,2,2,3,2.0,3,4,3.0,2.0,3.0,,,3.0,1.0,3.0,3.0,3.0,3.0,2.0,,3.0,3,3,2,3,3,2.0,,2.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,,2.0,,2.0,3.0,,3.0,3,3.0,,3.0,3.0,2.0,2.0,,,,,4.0,,3.0,3.0,,,,,,,,,,2.0,1.0,,1.0,4,3,2,1,1.0,3.0,2.0,4.0,,5.0,,,4.0,3.0,,,2.0,,,3.0,,,,
1807,,,,3.0,,5.0,4.0,5.0,5.0,,4.0,,,,,,2.0,,,3.0,5,3.0,3.0,2.0,3,5,2,2.0,3,3,3.0,3.0,3.0,,,3.0,4.0,4.0,2.0,3.0,4.0,4.0,,4.0,3,4,5,4,3,3.0,,3.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,,,,2.0,4,5.0,5,4.0,5.0,4.0,4.0,,,2,,,,4.0,,3.0,2.0,4.0,,,,,,,,,3.0,3.0,,3.0,4,4,4,4,4.0,,,3.0,,3.0,,3.0,2.0,3.0,,,2.0,,,3.0,,,,
1808,,,,4.0,,,3.0,3.0,2.0,2.0,,,,,,,2.0,,,1.0,4,3.0,2.0,1.0,2,1,2,2.0,2,3,3.0,3.0,4.0,,,3.0,4.0,3.0,4.0,3.0,2.0,2.0,,,2,3,3,2,1,3.0,,4.0,2.0,4.0,1.0,2.0,2.0,,3.0,1.0,3.0,2.0,3.0,,,3.0,3,3.0,3,2.0,3.0,3.0,3.0,4.0,4.0,4,,2.0,,3.0,,3.0,3.0,3.0,,,,,,,,,3.0,4.0,,2.0,3,3,3,2,1.0,,,3.0,,4.0,,3.0,4.0,3.0,,,1.0,,,4.0,,,,
1809,,,,2.0,,,3.0,2.0,3.0,2.0,,,,,,,3.0,,,3.0,3,3.0,4.0,2.0,2,2,2,2.0,3,3,3.0,1.0,3.0,,,2.0,3.0,2.0,3.0,3.0,4.0,4.0,,,3,4,4,3,3,2.0,,3.0,3.0,2.0,3.0,3.0,3.0,,3.0,,2.0,2.0,,2.0,2.0,3.0,3,3.0,4,3.0,3.0,1.0,3.0,2.0,4.0,2,4.0,2.0,,3.0,,3.0,3.0,4.0,,,,,,,,2.0,3.0,4.0,,4.0,2,3,4,3,2.0,3.0,,3.0,,,,3.0,3.0,3.0,,,3.0,,,5.0,,,,
1810,,,,2.0,,2.0,3.0,2.0,3.0,,,,,,,,3.0,,,4.0,4,4.0,4.0,3.0,2,2,4,3.0,4,3,3.0,3.0,3.0,,,2.0,1.0,1.0,2.0,2.0,3.0,2.0,,,3,3,3,3,2,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,,1.0,3.0,1.0,2.0,,2.0,,2.0,3,4.0,4,3.0,,3.0,3.0,3.0,2.0,4,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,,,,,,4.0,,3.0,5.0,3.0,2.0,5.0,4,4,4,2,2.0,2.0,,,,,2.0,3.0,4.0,3.0,,,3.0,,3.0,3.0,,,,
1811,,,,3.0,,4.0,2.0,2.0,5.0,,1.0,,,,,,4.0,,,5.0,5,3.0,4.0,4.0,3,2,4,2.0,3,4,4.0,3.0,4.0,4.0,,4.0,1.0,4.0,5.0,5.0,4.0,2.0,,,4,4,4,4,3,4.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,,2.0,,2.0,2.0,2.0,4.0,2.0,4.0,4,4.0,4,4.0,4.0,4.0,4.0,3.0,2.0,2,,2.0,,3.0,3.0,,3.0,3.0,,,,,,3.0,,3.0,3.0,1.0,3.0,3.0,4,2,1,1,1.0,,4.0,2.0,,5.0,,3.0,3.0,3.0,,,3.0,,2.0,2.0,,,,
1812,,,,3.0,,4.0,2.0,1.0,2.0,,2.0,,,,,,3.0,,,4.0,4,4.0,4.0,4.0,4,3,4,3.0,5,4,5.0,3.0,4.0,3.0,5.0,5.0,2.0,4.0,2.0,5.0,5.0,2.0,4.0,,2,3,2,3,4,3.0,2.0,3.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,,2.0,,2.0,3,3.0,3,3.0,3.0,3.0,3.0,2.0,2.0,2,,,,3.0,3.0,,3.0,3.0,,,,,,3.0,,3.0,,3.0,3.0,3.0,3,3,3,3,3.0,,4.0,3.0,,5.0,,2.0,4.0,2.0,,,3.0,,3.0,2.0,,,,
1813,,,,4.0,,2.0,3.0,3.0,3.0,,,,,,,,4.0,,,5.0,4,4.0,5.0,4.0,4,3,4,4.0,5,5,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,3.0,,3,4,2,3,2,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,,3.0,5.0,5.0,2,4.0,3,5.0,4.0,5.0,4.0,3.0,2.0,4,2.0,,,3.0,3.0,,2.0,3.0,,,,,,3.0,,,,5.0,,3.0,4,4,4,4,4.0,3.0,2.0,,,5.0,,,4.0,3.0,,,2.0,,3.0,1.0,,,,
1814,,,,2.0,,2.0,2.0,1.0,3.0,,,,,,,,,,,5.0,5,3.0,4.0,3.0,3,3,4,3.0,4,3,4.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,5,5,4,5,5,5.0,1.0,4.0,,3.0,4.0,2.0,1.0,3.0,1.0,2.0,,4.0,,3.0,,4.0,3,5.0,4,4.0,4.0,4.0,3.0,3.0,4.0,2,4.0,,,2.0,3.0,,2.0,4.0,,,,,,4.0,,,,2.0,,4.0,4,4,4,4,4.0,3.0,5.0,2.0,,5.0,,,4.0,4.0,4.0,,3.0,,3.0,1.0,,,,
1815,,,,3.0,,,2.0,2.0,2.0,,,,,,,,4.0,,,3.0,2,3.0,3.0,3.0,3,4,3,2.0,3,3,2.0,3.0,2.0,,,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3,3,2,2,3,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,,2.0,,3.0,3,3.0,3,3.0,,3.0,3.0,4.0,,4,,,,3.0,3.0,,3.0,2.0,,,,,,4.0,,,,1.0,,4.0,3,3,2,2,2.0,2.0,,,,3.0,,,,3.0,,,2.0,3.0,3.0,3.0,,,,
1816,,,,3.0,,,3.0,3.0,3.0,,,,,,,,3.0,,,3.0,2,3.0,3.0,2.0,2,3,1,2.0,3,2,1.0,1.0,2.0,,,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3,3,1,4,3,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,5.0,,5.0,,5.0,2,2.0,3,1.0,5.0,1.0,4.0,4.0,,,,,5.0,3.0,3.0,,3.0,3.0,,,,,,,,,2.0,4.0,,2.0,3,3,3,3,3.0,,,,,,,,,3.0,,,1.0,,,,,,,
1817,,,,4.0,,,4.0,4.0,4.0,4.0,2.0,,,,,,5.0,,,5.0,5,4.0,5.0,5.0,5,4,5,2.0,5,4,3.0,3.0,3.0,,,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3,2,2,3,2,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,,2.0,5.0,,,3.0,2.0,3,3.0,3,3.0,3.0,3.0,2.0,3.0,4.0,,1.0,2.0,4.0,2.0,2.0,,2.0,2.0,,2.0,,,,,,,3.0,3.0,,2.0,4,4,3,3,3.0,,3.0,3.0,,,,,,3.0,,,4.0,4.0,,,3.0,,,
1818,,,,2.0,,,2.0,2.0,1.0,,5.0,,,,,,2.0,,,2.0,3,3.0,3.0,3.0,3,2,4,2.0,4,2,2.0,2.0,3.0,,,4.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,4,3,4,3,3,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,,4.0,,1.0,,3.0,3,3.0,3,3.0,3.0,3.0,2.0,2.0,,,2.0,,2.0,4.0,3.0,,2.0,1.0,,,,,,,,,5.0,5.0,,3.0,3,3,3,3,3.0,,,,,,,,,3.0,,,3.0,3.0,,,2.0,,,
1819,,,,3.0,,,1.0,2.0,2.0,,,,,,,,1.0,,,1.0,1,1.0,4.0,2.0,2,2,3,2.0,1,2,2.0,4.0,2.0,,,,2.0,2.0,1.0,2.0,2.0,1.0,3.0,5.0,5,1,2,2,2,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,,5.0,1.0,,,3.0,3,3.0,5,4.0,4.0,,,4.0,,2,2.0,,,3.0,3.0,3.0,3.0,3.0,,,,,,,,,2.0,3.0,,2.0,1,1,1,1,1.0,2.0,,,,,,4.0,,5.0,2.0,,3.0,,,,3.0,,,
1820,,,,1.0,,,2.0,2.0,4.0,,,,,,,,1.0,,,1.0,2,2.0,4.0,3.0,3,3,4,2.0,3,2,3.0,3.0,2.0,,,2.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,4.0,4,2,2,4,4,5.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,,2.0,3,3.0,5,5.0,4.0,4.0,4.0,4.0,5.0,4,4.0,,,4.0,3.0,3.0,4.0,4.0,,,,,,2.0,,,3.0,3.0,,2.0,1,2,3,2,3.0,,,,,,,4.0,,5.0,3.0,,3.0,,,,3.0,,,
1821,,,,3.0,,,2.0,2.0,3.0,2.0,2.0,,,,,,2.0,,,3.0,3,2.0,2.0,3.0,2,1,3,1.0,4,2,2.0,3.0,3.0,,,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4,4,4,4,3,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,,2.0,3,2.0,3,3.0,4.0,3.0,4.0,3.0,2.0,,,2.0,,3.0,3.0,3.0,3.0,3.0,,,,,,3.0,,,2.0,2.0,,1.0,2,2,2,3,3.0,3.0,2.0,,,3.0,,4.0,2.0,3.0,3.0,,3.0,,,,3.0,,,
1822,,,,2.0,,,3.0,2.0,2.0,,,,,,,,1.0,,,1.0,1,1.0,1.0,2.0,2,2,1,1.0,1,2,1.0,1.0,3.0,,,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5,3,1,4,1,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,,2.0,3.0,4.0,2.0,,1.0,2,2.0,3,3.0,3.0,3.0,3.0,3.0,,4,,1.0,2.0,3.0,3.0,3.0,3.0,3.0,,,,,,3.0,,3.0,3.0,,,3.0,2,2,1,1,2.0,,2.0,3.0,,3.0,,3.0,2.0,3.0,3.0,,3.0,,,4.0,3.0,,,
1823,,,,2.0,,,4.0,4.0,4.0,4.0,,,,,,,3.0,,,2.0,1,1.0,2.0,2.0,1,1,1,2.0,1,1,3.0,2.0,3.0,3.0,,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1,3,2,1,1,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,,3.0,3,1.0,2,1.0,3.0,2.0,3.0,3.0,2.0,,2.0,,4.0,4.0,3.0,3.0,,3.0,,,,,,3.0,,3.0,3.0,,1.0,2.0,2,2,2,2,2.0,,,,,3.0,,3.0,3.0,3.0,3.0,1.0,3.0,,,3.0,3.0,,,
1824,,,,3.0,,,3.0,3.0,3.0,,,,,,,,5.0,,,2.0,2,3.0,3.0,3.0,3,2,4,3.0,3,3,3.0,3.0,3.0,3.0,,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3,3,3,4,2,4.0,2.0,3.0,2.0,,3.0,3.0,3.0,3.0,3.0,,5.0,3.0,,,,4.0,3,3.0,3,4.0,,4.0,3.0,2.0,,2,,5.0,5.0,3.0,4.0,,,2.0,,,,,,5.0,,3.0,5.0,,4.0,5.0,3,3,3,2,2.0,,,,,3.0,,3.0,3.0,3.0,3.0,,2.0,,,3.0,3.0,,,
1825,,,,4.0,,4.0,4.0,3.0,4.0,,,,,,,,3.0,,,3.0,3,3.0,4.0,4.0,3,5,4,4.0,5,4,5.0,3.0,3.0,3.0,,5.0,4.0,5.0,5.0,5.0,2.0,3.0,2.0,4.0,3,4,3,3,3,3.0,4.0,2.0,3.0,,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,,,3.0,3,2.0,3,3.0,3.0,2.0,3.0,2.0,4.0,,,,,3.0,3.0,,,3.0,,,,,,3.0,,3.0,2.0,,3.0,3.0,3,3,3,2,3.0,4.0,,,,3.0,,3.0,2.0,2.0,3.0,,,,,3.0,3.0,,,
1826,,,,3.0,,3.0,1.0,2.0,2.0,,,,,,,,2.0,,,1.0,4,3.0,3.0,2.0,3,2,3,4.0,4,4,4.0,2.0,2.0,2.0,,5.0,3.0,5.0,2.0,5.0,2.0,1.0,,3.0,2,2,1,2,3,3.0,3.0,2.0,4.0,,3.0,3.0,4.0,1.0,2.0,4.0,5.0,4.0,4.0,2.0,,2.0,1,1.0,3,2.0,2.0,1.0,3.0,2.0,,2,4.0,,,3.0,3.0,,,3.0,,2.0,,,,3.0,,3.0,2.0,3.0,,3.0,3,3,3,2,2.0,,4.0,,,,,2.0,2.0,3.0,3.0,,3.0,,,3.0,3.0,,,
1827,,,,2.0,,3.0,2.0,2.0,1.0,,,,,,,,2.0,,,2.0,4,4.0,5.0,4.0,3,5,4,3.0,4,4,3.0,,2.0,3.0,,4.0,3.0,4.0,2.0,3.0,4.0,3.0,,4.0,3,3,3,3,4,3.0,3.0,2.0,3.0,,3.0,3.0,4.0,3.0,3.0,4.0,,4.0,3.0,,,3.0,2,2.0,1,,2.0,2.0,4.0,4.0,4.0,4,4.0,4.0,,4.0,3.0,,3.0,,,,,,,3.0,,,2.0,3.0,,1.0,3,3,3,2,2.0,4.0,4.0,,,4.0,1.0,5.0,,5.0,3.0,,3.0,,,3.0,2.0,,,
1828,,,,2.0,,3.0,1.0,3.0,3.0,,,,,,,,2.0,,,3.0,3,2.0,4.0,3.0,3,3,3,4.0,3,3,3.0,,2.0,2.0,,1.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,3,4,3,2,4,1.0,4.0,4.0,2.0,,3.0,2.0,2.0,3.0,3.0,,,1.0,,2.0,,3.0,3,3.0,3,4.0,5.0,5.0,4.0,4.0,1.0,2,,2.0,2.0,3.0,3.0,2.0,4.0,,,,,,,,,,2.0,3.0,,3.0,4,4,4,2,2.0,4.0,,,,,,5.0,,5.0,3.0,,2.0,,,3.0,,,,
1829,,,,4.0,,4.0,2.0,2.0,2.0,2.0,,,,,,,3.0,,,2.0,3,4.0,4.0,4.0,3,2,3,2.0,3,3,3.0,,3.0,,,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,3,2,2,3,3,3.0,3.0,2.0,4.0,,3.0,2.0,3.0,2.0,3.0,1.0,,2.0,,2.0,,4.0,3,3.0,3,4.0,4.0,4.0,3.0,2.0,2.0,,4.0,2.0,,2.0,1.0,,2.0,,,,,,,,,,3.0,3.0,,3.0,3,3,4,3,3.0,,2.0,2.0,,3.0,,3.0,,3.0,3.0,,,,,2.0,,,,
